review,rating,date
Dustin Suiter was very helpful. ,5,"January 12, 2022"
Jim was exceptional very informative… Jim was exceptional very informative and helpful!,5,"January 12, 2022"
Appreciate feeling like I am being… Appreciate feeling like I am being taken care of.,5,"January 12, 2022"
I am still not able to login to the… I am still not able to login to the website.  I requested my password to be reset and it never came. Every time I reach out for help with this I get the same response which doesn't resolve the issue.,2,"January 12, 2022"
Easy peasy. Quick and good coverage for money,5,"January 11, 2022"
Well for me They made looking for… Well for me They made looking for insurance pleasant my agent Rayn did a excellent job making the process go smoothly yes at this time I was dealing with safe auto and quoted me one price and a week later emailed me talking About I had to pay 600.00 my next payment so they just took my money anyway hopefully no accident for us Great job Ryan                                Thank you RUBIN PENQUITE,5,"January 11, 2022"
Eric was very helpful in setting up the… Eric was very helpful in setting up the initial insurance.,5,"January 11, 2022"
"I didn't get a chance to read the contract because of the website design I didn't get a chance to read the contract. I clicked on ""sign contract""thinking it was going to start me through a docu-sign session and I got routed to another page that said essentially ""thanks you're done."" I have no idea what I signed.",1,"January 11, 2022"
My Branch Experience Todays experience with Josh was awesome and unexpected. Josh was very helpful accommodating and professional. He was patient with my numerous questions and saved me a whopping $1107 a year on my home and auto insurance. YAHOO!! Thanks Josh and Branch!,5,"January 11, 2022"
Jessica was amazing and helped me… Jessica was amazing and helped me understand policies and coverage rates.  Thanks again for saving me 200 bucks a month,5,"January 11, 2022"
It's good and I hope you would be more helpful to me.,5,"January 11, 2022"
Easy and fast app! Found cheaper auto insurance with Branch.,5,"January 11, 2022"
very good information ,5,"January 10, 2022"
Process to sign up was very easy. ,5,"January 10, 2022"
Mitzi was very helpful in answering my… Mitzi was very helpful in answering my questions. I was pleased in what I heard.,5,"January 10, 2022"
Nothings been signed but the sight says… Nothings been signed but the sight says it is. I can’t get any helpers,1,"January 10, 2022"
Saved me money!!!! Jessica was super nice. She answered all my questions and gave me exactly what I wanted. I was able to switch my insurance easily and even saved money in the process!!! Thank you Branch and Jessica.,5,"January 10, 2022"
She was so helpful and explained… She was so helpful and explained everything to me.,5,"January 10, 2022"
excellent customer service ,5,"January 10, 2022"
Thank you for the reinstatement of my… Thank you for the reinstatement of my home insurance policy. Your response were done in a professional and timely manner. Thank you for allowing me to be a part of Branch. Ottie Hamilton,5,"January 10, 2022"
I had an excellent experience with… I had an excellent experience with branch employee or agent was great an respectful.,5,"January 09, 2022"
Quick and easy process! ,5,"January 09, 2022"
nice Amazing nice,5,"January 09, 2022"
She was very patient and empathetic! Thank you!! She was very patient.,5,"January 08, 2022"
I FIND THAT THIS IS NOT GOOD FOR MATURE… I FIND THAT THIS IS NOT GOOD FOR MATURE PROPLE!!!,5,"January 08, 2022"
Very easy to sign in sounds like a great house and auto insurance thank you,5,"January 08, 2022"
Logged into my home mortgage page… Logged into my home mortgage page (HomePoint) and ended up switching my insurance coverage from Progressive to Branch and saving a good amount of money in the process. Switchover was smooth and very professionally done through your agent. Thank you.,5,"January 08, 2022"
Great rates and hassle free! I worked with Ms. Kelly H. and was completely satisficed was her professionalism and customer service. Kelly was a pleasurer to work with in changing my auto and homeowners insurance form my previous insurer to Branch Ins. She was informative and work well with me to get best rates  and coverage for my needs. Trust me I did a lot of shopping try out Branch it truly was hassle free from start to finish with some of the best rates for the coverage around.thank you Kelly!,5,"January 08, 2022"
No paper work to much to do on phone ,2,"January 07, 2022"
It was so simple and easy to perches … It was so simple and easy to perches  insurance today thank you,5,"January 07, 2022"
Great customer service! ,5,"January 07, 2022"
I am happy that Branch is offer very… I am happy that Branch is offer very reasonable price. But want know about house insurance policy.,5,"January 07, 2022"
Discounts and very helpful customer… Discounts and very helpful customer service.,5,"January 07, 2022"
very pleases with David's Help  David… very pleases with David's Help  David at Ext.1090,4,"January 07, 2022"
Not too good customer service ,3,"January 07, 2022"
Very good customer care ,5,"January 07, 2022"
Mr Gregg Wells was very friendly… Mr Gregg Wells was very friendly helpful I give him 4stars !,4,"January 07, 2022"
good price for good coverage ,5,"January 07, 2022"
Great experience so far team was fast… Great experience so far team was fast accurate and knowledgeable.,5,"January 06, 2022"
Branch Insurance by far is the best… Branch Insurance by far is the best insurance company.  The customer service is very exceptional.,5,"January 06, 2022"
Our representative has been a blessing. She has shown great knowledge of her job and gave us great advice about our coverage. We are very pleased with our decision to make branch our coverage for our vehicles.,5,"January 06, 2022"
Very Capable Service Agent Jeff My Service Agent Jeff was very patient and capable. I feel confident in my new insurance carrier!,5,"January 06, 2022"
Josh Rice was very professional informative and he really helped us understand our coverage options.,5,"January 06, 2022"
Jessica was so helpful and walked me… Jessica was so helpful and walked me through the whole process to make sure I had the correct coverage,5,"January 06, 2022"
This was the easiest coolest experience… This was the easiest coolest experience and i could pay through my bank and referral quote bounuses and voching bonuses +++ Thank you Branch you Rock! Rock On.,5,"January 06, 2022"
A positive experience and quite a relief My experience today was quite a relief. I had a great experience with Kelly Hickman. She was knowledgeable about the company and the different types of policies to fit my needs and she diligently worked to help me with a policy that fit my needs. She was a breath of fresh air and I felt comfortable with her through the process of signing up. Thank you for providing me with excellent advice and service. I would share my experience with Branch insurance with others and let them know that they will have a positive experience with Kelly Hickman and Branch insurance. Thanks again for a positive experience with Branch. Sincerely Melissa B.,5,"January 05, 2022"
My New Insurance policy David Rawson was totally professional and answered all my questions. It was a pleasure working with him. He was totally knowledgeable and aspoke very clearly and to the point. He saved me a lot of money which i really loved . I know that you are a fairly new company and  if you deal with customers like DAVID did with me you will go far .  Thank You  Greg Cook,5,"January 05, 2022"
Makayla what absolutely amazing with… Excellent Service Makayla what absolutely amazing with us.  She took extra time to make sure we understand our policy fully.,5,"January 05, 2022"
Timely and courteous response.Thanks ,5,"January 05, 2022"
Kevin was excellent in providing an… Kevin was excellent in providing an exceptional Customer Service Experience.  He was very Patient and ensured that I understood ALL the Coverages that I selected.,5,"January 05, 2022"
Rates are excellent. Very good rate. Online application was easy. Online help was great.  Goodbye Progressive.,5,"January 05, 2022"
Very helpful and easy to use app ,5,"January 05, 2022"
Excellent!! Fast easy accurate inexpensive,5,"January 05, 2022"
You have a date of purchase in this… You have a date of purchase in this contract for January 2016 . I purchased the house in October 2001. What is the 2016 date for?,4,"January 05, 2022"
Very simple process to sign up. Agent was friendly knowledgeable professional and responsive.,5,"January 04, 2022"
New Customer Just got signed up.  Branch made the process seemless and efficient.,5,"January 04, 2022"
Fantastic Experience 👏!!! Thank You For The Best Customer Service Experience I've Have Ever Had. I Felt Like I Was Treated Like I Was Respected And Truly Cared For 😀 !!!,5,"January 04, 2022"
Very satisfied!  Saved money and very smooth process!!!!  Very professional service! :-),5,"January 04, 2022"
I just change my  auto insurance policy… I just change my  auto insurance policy customer service was very helpful and professional and I just safe $326 GEICO too much money to keep,5,"January 04, 2022"
Great workers ,5,"January 04, 2022"
Devaun was great. She answered all my questions and helped me tremendously. I would not hesitate to recommend her to my friends.,5,"January 03, 2022"
Seamless expereince ,5,"January 03, 2022"
Only 4 stars nobody's perfect but great,4,"January 03, 2022"
Highly Recommend Very easy Process!! Saved me over $1000 a year on Home Insurance. Devon was great....very knowledgable and sweet. Thank you,5,"January 03, 2022"
Fast and friendly service! ,5,"January 03, 2022"
Makayla has been a great help! Really appreciate her expedience and professionalism!,5,"January 03, 2022"
new insurance the agent is wonderful to talk to and savings was incredible,5,"January 03, 2022"
Best Insurance company ever!! I recieved a renewal on my home insurance and was going up $300.00.  Called Branch and spoke to Amber about home policy and auto.  She was very helpful and explained all the information.Thank you for saving me $703.00 on home owners and $1200.00  annually on my two autos.,5,"January 03, 2022"
Excellent service They worked hard to get the best quote possible for us.,5,"January 03, 2022"
The agent was informative polite and was very personable and helpful in getting me where I needed to be. Thank You...,5,"January 03, 2022"
Pleasant transaction ,5,"January 02, 2022"
I was shopping prices because I … I was shopping prices because I  retired and on a limited income.  Branch had good options for me and helped me save money.,5,"January 01, 2022"
Great 👍 cheap affordable,5,"December 31, 2021"
One of the nicest customer service… One of the nicest customer service experiences I've had in a loooonnnnggg time.,5,"December 31, 2021"
Easy Peazy This was great would have preferred a bi -annual option.,5,"December 31, 2021"
So far I loved the process of choosing options coverage and the overall way they sell the product (auto insurance). Even the site's design is mint. Yet to try their app and see how they handle hassle-free-previous-insurance-cancel :) Would love to have the ability to pay my insurance premium via papal or affirm-like services.,5,"December 30, 2021"
I love the integrity Branch practices. ,5,"December 30, 2021"
Super easy. Quick solution to getting insurance. A few clicks and great pricing.,5,"December 30, 2021"
I found the process of getting a new… I found the process of getting a new car insurance easy and affordable.,5,"December 30, 2021"
SO FAR SO GOOD.,5,"December 30, 2021"
Shannon was extremely helpful. Shannon was extremely helpful in explaining everything to me and made sure t include any discounts available.,5,"December 30, 2021"
Ryan did a great job very informal and… Ryan did a great job very informal and helpful thanks Ryan,4,"December 29, 2021"
So Far So Great! Very easy to obtain.  The significant price decrease (almost $800.00) annually was the best.  Appear to have more insurance now thank goodness.  More than meets your mortgage companies rules.  I will add on should I need to make a claim. So far so GREAT!!,5,"December 29, 2021"
Laura was very helpful and very… Laura was very helpful and very talented she new everything that I asked her she explained everything I would recommend branch to other people and friends,5,"December 29, 2021"
"Thorough Policy Review My first experience with Branch Insurance was great.  Laura first provided me with a quote on both home and auto and also reviewed my current policy with me to help compare the two.  As one not too familiar with insurance coverages I appreciated the ""hand holding"" experience as she walked me through what Branch offered that my current provider did not.  I made the switch and am glad I did!",5,"December 29, 2021"
so far so good ,5,"December 29, 2021"
Yes got it cheaper then library mutual ,5,"December 29, 2021"
Difficult time working through the… Difficult time working through the process online. Customer service was helpful but the process took over a day.,3,"December 29, 2021"
Brian did an excellent job. He was very well informed as to product knowledge personable and patient as he addressed my questions. In the one instance when he didn't have the answer he sought it immediately and got back to me with specifics. I was very pleased with his help and with the service of your company. I am especially pleased with my savings of $1000 from my Allstate policy! I will recommend Brian and your company to my family and friends.,5,"December 28, 2021"
Joseph was amazing ,5,"December 28, 2021"
Excellent service and correct information...will remain client long term,5,"December 28, 2021"
Excellent customer service. Although I complain about the absence of on-line service for premium payments offered to customers I must say that the quote from this company is truly competitive and I think they have worked hard to beat all other competitors on the market. I would recommend this company to anyone who seeks optimal savings by bundling their home + auto insurances.,5,"December 28, 2021"
"Devon was greatthanks so much"" ",5,"December 28, 2021"
Very knowledgeable and helpful answering all of my questions.,5,"December 28, 2021"
Kevin was extremely helpful and getting me started as a new customer he suggested certain things to help me get better price and better discounts he is an asset to you guys thank you very much I look forward to doing business for a long time,5,"December 28, 2021"
very / very helpful through out process… very / very helpful through out process .........Thanks !,5,"December 28, 2021"
I just wanted home owner's insurance… I just wanted home owner's insurance and they pushed auto pretty hard.,4,"December 28, 2021"
mark just  start this company dont know any thing about customer service yet,4,"December 28, 2021"
Great  experience ,5,"December 28, 2021"
Erin is very polite knowledgeablepatient helpfulcares,5,"December 28, 2021"
She was very helpful and friendly.  Best customer service I have had in decades.  Promote her.,5,"December 28, 2021"
Very easy to use great rates,5,"December 28, 2021"
Amazing customer service and was an… Amazing customer service and was an easy switch.  First time I’ve ever had a company email saying they’re lowering your auto insurance.,5,"December 28, 2021"
I was quoted $310 for auto but the… I was quoted $310 for auto but the total came through at $318. Not sure why though. I did notice that bodily injury/property damage were higher $250/$500 but was supposed to be $100/300 so that might be it? I will call tomorrow to find out the difference. I would also like to see a plan were there is a discount for every year that your record is clear regarding the deductible. It would also be nice to see rates not going up after an accident.,5,"December 27, 2021"
Just switched from a------e on the… Just switched from a------e on the house saved over $1100.00 and on the cars over$300.00. Thank branch.,5,"December 27, 2021"
I have had a young woman named Mitzi… I have had a young woman named Mitzi Johnston with Branch to work with.  She is a very patient and thorough sales agent and I am just a bit slow (I am old) understanding things. She made it so very easy for me to switch to Branch. I am thrilled to be part of the Branch family.,5,"December 27, 2021"
Excellent and easy-to-use application… Excellent and easy-to-use application made this the most straightforward insurance transaction I've ever done.,5,"December 27, 2021"
Excellent experience great prices for both home and auto. I did a lot of checking with other companies before calling and decided to go with Branch,5,"December 27, 2021"
Very impressive how your website… Very impressive how your website supported the ability to see various options in real time.,5,"December 27, 2021"
Easy transaction! ,5,"December 27, 2021"
5 stars.  Agent John was wonderful..  T hank you.,5,"December 27, 2021"
Ms Laura was very patient professional and assisted me time and time again setting up my account and explaining the different procedures for both the auto insurance and the home insurance policies.,5,"December 27, 2021"
Good Customer Service ,5,"December 27, 2021"
Moved from TravellersHome Insurance down from $1953 per annum to $1234.Auto Insurance down from 1411.00 per annum to $569.11 for 6 monthsJust entered my name and address in the price check that’s it. Rest of the switching process is damn easy.Love it !!!,5,"December 26, 2021"
Super fast and easy and saved me good… Super fast and easy and saved me good money for the same coverages.,5,"December 26, 2021"
Easy online experience insurance at a much better price then the bigger company's that pay millionaire ball players to advertise for them.Just easy insurance without all the hassle.,5,"December 26, 2021"
Easy to access great prices ,5,"December 26, 2021"
Great prices.  Great insurance.,5,"December 25, 2021"
You are great ,5,"December 25, 2021"
Im very happy w they're business good price fast n automatic,5,"December 24, 2021"
They did great ,5,"December 24, 2021"
The fastest and easiest transaction I… The fastest and easiest transaction I have ever had.,5,"December 24, 2021"
Fantastic experience. Gary was the best and knew all the answers to all my questions.  Would recommend to one and all.,5,"December 23, 2021"
He was very patient and honest ,5,"December 23, 2021"
Awesome company. Great dealing with Mariah. She was a big help.,5,"December 23, 2021"
Ashley was very helpful. ,5,"December 23, 2021"
Going above and beyond to make your… Going above and beyond to make your customers happy I have had a pain free insurance swap thank you Branch,5,"December 22, 2021"
great customer service and easy to… great customer service and easy to process everything with great rate,5,"December 22, 2021"
Makayla Kinsley is the best. She is thorough with the process and insurance knowledge. Able to answer all my questions.,5,"December 22, 2021"
Amazing Savings - Very Much Needed! With Branch I went from paying $126.50/month for Progressive Auto Insurance and $12.75/month for State Farm Renter's Insurance ($835.50 total for 6 months) to $498.78 for both Auto and Renter's Insurance (Same Full Coverage) for 6 months. That is $326.72 in Savings!And they helped me cancel both my old policies!! Very polite professional and thoroughly helpful! Definately worth more than a 5-Star rating!,5,"December 22, 2021"
Very easy and very cheap I love it ,5,"December 22, 2021"
I'm new so I want to leave room to be even more  satisfied  hence only three stars I did like your home page made it very uncomplicated thanks again,3,"December 22, 2021"
Good Stuff Jen was very kind and really helpful explaining every question I had for her. No problem getting a quote great pricing.,5,"December 22, 2021"
So far has been great with low prices… So far has been great with low prices to meet all my needs,5,"December 21, 2021"
Very good customer service and response Good communication,5,"December 21, 2021"
Purchased a New Home Policy. It was a very pleasant experience (quick and easy). My Sales agent Nathan Garrison was great to work with very knowledgeable and helpful.,5,"December 21, 2021"
Greg was awesome !!!! Greg was very informative professional and helpful in setting up may account.,5,"December 21, 2021"
Gary Feer was very professional! Gary Feer was very helpful and very professional!!,5,"December 21, 2021"
Easy coverage when others won't.I have a personal policy with another big-name insurance company but when I needed a bigger van for my family that won't fit in a minivan legally they weren't there for me.  They refused to cover me under a personal policy and since I don't have an LLC I wasn't eligible for a commercial policy.  No problem with Branch.  I entered my information and quickly customized my policy for exactly what I needed.  Thank you.,5,"December 21, 2021"
Has great people skillsSeems to be honest Very respectable And really helped me out of a bad place with my other insurance companyI was with GEICO now I’m withBranch and the rest of my family and friends will be there too Thanks  Kevin,5,"December 21, 2021"
I was searching for a lower cost to our… I was searching for a lower cost to our auto insurance. The representative that help me was able to give us a very good rate for auto and homeowners insurance. Everything went just as it was explained. I am well pleased~,5,"December 21, 2021"
The persons I spoke with were very… The persons I spoke with were very professional and helpful. So far I haven’t had any claims (hope I have none) but that’s what will determine a 5 star rating.,4,"December 20, 2021"
great customer service very helpful and… great customer service very helpful and friendly helped save me lots of money on my auto insurance,5,"December 20, 2021"
Agents were very informative and easy… Agents were very informative and easy to work with. I would recommend this company to everyone for their insurance,5,"December 20, 2021"
Melanie was great! ,5,"December 20, 2021"
The process was an easy one. Affordable quotes. I highly recommend them.,5,"December 20, 2021"
I am new.  Found a Good Agent. Thanks,5,"December 20, 2021"
Brandon gave Excellence services.. ,5,"December 20, 2021"
Some of the best customer service that… Some of the best customer service that I have received! I'm 65 so that's something.,5,"December 20, 2021"
Saved me $100 per month. ,5,"December 20, 2021"
I searched for an insurance company i… I searched for an insurance company i could afford and after quite a while i finally found Branch insurance they full filled all that. I require thank you branch,5,"December 19, 2021"
Finally inexpensive coverage. Finally an insurance company that isn't charging ridiculously high prices for low mileage drivers. My previous insurance was costing $0.33/mile.Branch reduced that rate to $0.19/mile. That's 42.6% lower.,5,"December 19, 2021"
Every thing that I applied for was… Every thing that I applied for was clearly stated. I am very satisfied with process of acquiring my insurance carrier. Thank you very much  Mike L Parra,5,"December 19, 2021"
Better deal than prior Insurance was a better deal for my budget,5,"December 18, 2021"
nice and easy ,5,"December 18, 2021"
Great home rates & easy sign up Josh the Branch agent was so helpful when he learned that I needed a non-lender based home hazard insurance policy right away to refinance my home. Personable & presented the options in a clear & non-pressured manner.  Accommodating professional & looking out for my interests.  He made the process happen in a flash.  Branch offered great rates & easy sign up!,5,"December 18, 2021"
Christopher Fenner Easy to use and understand.  Quicker than I have ever had,4,"December 18, 2021"
Laura Halliburton is the BEST! Laura Halliburton provided the BEST customer service that I have received in a very long time.  She went through all my options for home auto and umbrella with me.  She was very professional patient thorough and sweet.  She stayed on the phone with me from start to finish.  I saved a huge amount of money by switching to Branch.  I will be telling all my friends and family.  Thank you for being a company that actually cares about customer service.  10 STARS for Laura :),5,"December 17, 2021"
I want to tell you Nathan was wonderful… I want to tell you Nathan was wonderful to work with! Saved me a lot of money and was very knowledgeable about everything,5,"December 17, 2021"
Laura was very professional in her… Laura was very professional in her service to me. Patiently went through the coverage details and did try to help me out in the best possible way.,5,"December 17, 2021"
Tyler Silver was great! He went above and beyond to help me in getting the auto and home insurance. Tyler explained and guide me through the process and even proved me with information as to when is the best time to cancel my current auto insurance. If I have and question I could contact him or his team and he proved the name and numbers of his team. Thank you Tyler for making my part so easy I didn't have to do anything but call you and like magic everything was taken care of.,5,"December 17, 2021"
Very good customer service skills ,5,"December 17, 2021"
Excellent service Very courteous and informative.,5,"December 17, 2021"
Walked through options with ease. Highly recommended.,5,"December 17, 2021"
It was just a great experience . Devon was one of the best Rep's I've ever talked to. Great job !!,5,"December 17, 2021"
You guys are so wonderful. You gave me and my wife the best insurance quote ever we really appreciate you help.thank you very much,5,"December 16, 2021"
Great Was a great experience because Mr Jake is real professional and have nice actitud .,5,"December 16, 2021"
Jen helped me with more coverage for less money! Jen helped me with more coverage for less money than I was paying for my home and auto……floored at the price difference and coverage!,5,"December 16, 2021"
Help get a better rate that is always… Help get a better rate that is always good,5,"December 16, 2021"
good service & very helpfull ,5,"December 16, 2021"
Excellent company for insurance. ,5,"December 16, 2021"
This was quick and easy ,5,"December 16, 2021"
THANK YOU FOR YOUR TIME,5,"December 16, 2021"
BEST OFFER IN THE MARKET ,5,"December 16, 2021"
Better than I Expected I set up Kangaroo camera this morning around 3:30am and by 9am I had a call from Ashley helping me to secure my home and car. What I thought would be a typical sales call was so much more. Ashley is amazing and so knowledgeable. (Don't ask for her because I'm not sharing. Get your own agent.) :) Overall one of the best insurance calls I've had and we all know how annoying and frustrating buying insurance can be.,5,"December 16, 2021"
Direct and simple Best rate I found and so easy to get set up. No phone calls no back and fourth. Direct and simple all online and took less than 10 minutes. I am already well pleased with Branch.,5,"December 16, 2021"
four stars Had a good agent  that explained everything.,4,"December 16, 2021"
Exceptional Had a great experience very up front courteous and professional.,4,"December 15, 2021"
It's wonderful fast and easy process and a fabulous experience. Thanks to my Insurance associate Ms. Helen who works with Insurance Agent. I highly appreciate her professional experience in handling this.Thanks,5,"December 15, 2021"
Very personable and helpful I responded to an email and got a call the next day.  The gentleman didn't appear to be responding to my email specifically but he was a quick study.  He answered my questions in what appeared to be a very genuine manner.  He was very personable and I believe he was giving me very honest answers about the type of coverage I need.  I ended up switching over 4 cars and our house.  I am referring several clients as a result of this good experience.  I am hopeful that our relationships stays positive!,5,"December 15, 2021"
Everything went very smooth and… Everything went very smooth and profession able. Agent was pleasant and patient. Thanks very Much.,5,"December 15, 2021"
good stuff thats good stuff,5,"December 15, 2021"
Laura was great.  Very patient and answered all my questions.  Will be recommending family friends to her.,5,"December 15, 2021"
The agent was very politeThe agent was very polite and professional and I’m glad I switched to y’all and… The agent was very polite and professional and I’m glad I switched to y’all,5,"December 15, 2021"
Excellent insurance service,5,"December 15, 2021"
easy to work with and happy with rate. ,4,"December 14, 2021"
Jessica Boushie has been very helpful… Jessica Boushie has been very helpful and she got me the right Insurance Policy for my car in a very professional manner. I am very happy with her. She is simply great! Amardeep Singh Gill Southlake TX USA.,5,"December 14, 2021"
BRIAN WAS AWESOME. FAST AND PATIENT.  COULDN'T HAVE BEEN BETTER.,5,"December 14, 2021"
Great policy but the process to get it sucked. The quote was great and the process to purchase the policy I bought was extremely easy. They even cancelled my old policy for me. The only problem and it was major was that the company that directed me to Branch gave all my info to numerous other companies and they send me nonstop messages and emails as well as endless phone calls. That part really sucks and is continuing. Guess it's the nature of online insurance shopping.,4,"December 14, 2021"
Easy to work with knowledgeable and great pricing!,5,"December 14, 2021"
I did not get no review and just… I did not get no review and just started to have as my car insurance so I'll give the five stars to start off.,5,"December 14, 2021"
Fast easy quick and cheap ,5,"December 13, 2021"
This is the first time I have purchased… This is the first time I have purchased insurance in this manner. I hope I completed them correctly.,4,"December 13, 2021"
So far I have had a terrible experience… So far I have had a terrible experience with this company. This is been the most nonuser friendly experience. I have struggled to sign my contract or even see my contract for that matter. I do not have an insurance card for proof of insurance. The manager called me and did not help me with anything just continually apologized to me for terrible service. Nothing could be more annoying than apologizes. Why is the issue not fixed and only words are offered??? This is why I have always been terrified to leave my insurance company. Cheaper is not always better. Sometimes you get what you pay for.,1,"December 13, 2021"
Very quick and easy ,5,"December 13, 2021"
My agent was very speedy and helpful in… My agent was very speedy and helpful in getting rates. I’m looking forward to using Branch in 2022 but the agent said he would email me his contact information and never did.,4,"December 13, 2021"
Excellent customer service  I have no… Excellent customer service  I have no ch complaints just satifacrion .,5,"December 13, 2021"
Kevin did a great job.  kept it simple.  answered the questions I asked as opposed to some canned responses.  very helpful.  very pleasant.,5,"December 13, 2021"
Easy to utilize and a fast way to… Easy to utilize and a fast way to checkout,5,"December 13, 2021"
Very easy to get and very reasonable… Very easy to get and very reasonable prices!!,5,"December 13, 2021"
I really like this insurance! Very easy process and quick!,5,"December 13, 2021"
owner excellent service thank you Erin.,5,"December 13, 2021"
Quick Online Auto Insurance Great online quote and pricing .phone call took less then 15 minutes. And steps to sign in thru app were easy.,5,"December 13, 2021"
Very good too talk too I asked for insurance,5,"December 13, 2021"
Molly made it super easy to change my… Molly made it super easy to change my coverage and save me money!!  I will pass her information on to my family & friends!!,5,"December 11, 2021"
very easy and fast ,5,"December 11, 2021"
Incredibly easy and great value for… Incredibly easy and great value for bundled home and auto.,5,"December 11, 2021"
The cost for towing a car is too… The cost for towing a car is too expensive or to pop a lock.,3,"December 11, 2021"
Steve was extremely helpful in… Steve was extremely helpful in providing detailed information that I needed to make a wise decision. Saved me a lot of money. Highly recommend Goosehead Insurance and ask for Steve. Really a great & easy experience. Thanks!,5,"December 10, 2021"
Great Process Great information was provided. Very helpful representative who walked me through reach step. Not pushy on sales very friendly.,5,"December 10, 2021"
Easiest way ever to get new coverage! ,5,"December 10, 2021"
New customer. So far so good. Very helpfull personel. Comparing with other Insurance Companies this one by far with lower rates same coverage. Let see what happens when emergency use.,5,"December 10, 2021"
I love working with this company. They have great deductibles are accepting of all dog breeds and are extremely easy to communicate with. They are more like a family trying to help you out. Very personable and sweet they really try their hardest!!!!,5,"December 10, 2021"
I had a great experience! The rep. was helpful informative and efficient.,5,"December 10, 2021"
Easy straight forward to get quote and… Easy straight forward to get quote and policy. Responsive online chat and responsive phone reps.,5,"December 09, 2021"
His response was quick and the… His response was quick and the information provided were clear and easily manageable. Thank you very much.,5,"December 09, 2021"
Great job by Grace Insurance ,5,"December 09, 2021"
simple to sign required documents ,5,"December 09, 2021"
Amazing costumer service ,5,"December 09, 2021"
Very helpful!! ,5,"December 09, 2021"
The experience with Branch was very… The experience with Branch was very positive and easy to complete! It was very easy to under stand with no pressure just great information! Thank you!,5,"December 09, 2021"
WHY DO YOU WANT EVERYTHING SIGNED BEFORE I HAVE A CHANCE TO REVIEW THE POLICIES? THERE ARE  2 ERRORS I SAW THAT NEED TO BE CHANGED. FIRST THERE ARE NO  AT FAULT ACCIDENTS. SECOND WE WERE NOT WITH PR SO FAR . IT IS GOOD. HAVE NOT HAD THE POLICIES LONG ENOUGH TO PASS JUDGEMENT ON THEM. IT IS TOO EARLY TO GIVE A RAVING REVIEW! IF YOU START RAISING PRICES@ JACKING AROUND YOU WONT LIKE MY ACTIONS OR REVIEWS!,4,"December 08, 2021"
I talked with Eric Ray to just get a… I talked with Eric Ray to just get a start with a quote. He was really patient in answering all the questions I had. I was impressed not only by the way he approached the conversation but also the quote he presented too and ended up signing with Branch. It's people like Eric that make your business grow. Really appreciate it!,5,"December 08, 2021"
I had difficulty reaching my agent… I had difficulty reaching my agent about questions or updates on application.  I had to contact home office for help.,3,"December 08, 2021"
Excellent service from Donnie Wilcox ,5,"December 08, 2021"
I spoke with Brian. He really seems to care about providing excellent service to his customers,5,"December 08, 2021"
Hanna is extremely knowledgeable and… Hanna is extremely knowledgeable and efficient.Very helpful. It would greatly if all agents were as efficient.,5,"December 07, 2021"
Branch Insurance was very professional and helped me easily switch my homeowners and car insurance policy over from my current providers. Dan was very knowledgeable and saved me 10% on my premiums.,5,"December 07, 2021"
Nathan is great. Took good care of me thanks,5,"December 07, 2021"
Good Price My insurance agent got me a policy for homeowners and car insurance for a good price.,5,"December 06, 2021"
Helpful Josh Everything was explained to my wife and myself by Josh and we are happy to be members of Branch.,4,"December 06, 2021"
Can you provide me with the information… Can you provide me with the information in Spanish please,5,"December 06, 2021"
Great customer service experience.  Very thorough and detailed in coverage.,5,"December 06, 2021"
Good experience working with branch. Spoke to two different reps. Very good auto/home rates.,4,"December 06, 2021"
Abby was responsive and easy to work… Abby was responsive and easy to work with!,5,"December 06, 2021"
Other than the $108. Payment and the increase from 277.00 to $310. Before other car was add it's been good. I can't figure out where the extra $33.00 came into play.  Please help me to understand. Thank you.      Sincerely Cheryl,4,"December 06, 2021"
Needing police number I need policy number ? And how Mush all together costs ?,2,"December 06, 2021"
A very nice conversation. He was helpful and saved me some moneyThanks Branch,5,"December 06, 2021"
Branch made it very easy… Branch made it very easy to get a quote and then switch insurance.  They will even contact your previous insurance to cancel it for you.  I know you see statements all over that such and such insurance saved me a bundle but when I have check they have always been the same for me or only minor savings.  Branch is about 42% less for my home insurance than Progressive was.  Auto insurance was less to about 14%.,5,"December 05, 2021"
I love the ease of doing business with… I love the ease of doing business with you as part of your partnership with Quicken Loans/Rocket Mortgage.  You pull all the details of the house directly from their website and then provide them with a copy of the policy.,5,"December 05, 2021"
The experience was great. I received the quote a needed which was reasonable and I accepted.,5,"December 05, 2021"
Laura was very well versed in all… Laura was very well versed in all aspects of signing me up for Branch including making me feel comfortable moving to an insurance company that I had never heard of.  Here's hoping that Branch will continue to provide great customer service and keeping the rates as low as possible.,5,"December 04, 2021"
Ease free and customer oriented. Mr. Fear was very accommodating and patient with my many questions. I highly recommend Branch!,5,"December 04, 2021"
Easiest process ,5,"December 04, 2021"
The representative was polite explained things in detail. Definitely a positive experience.,5,"December 04, 2021"
First Time Home Buyer Okay so first time needing homeowners insurance. And I felt like I was being interrogated by every other company. Branch had the majority of my info had the types of coverage I was looking for and I swear it was easier than making a TikTok video,5,"December 04, 2021"
I have not had Branch long enough!!!!! ,5,"December 03, 2021"
